winner,loser,winner_score,loser_score,date,duration,clan_battle
1268,1876,32,-9,2019-08-03,06:32:00,
354,1031,23,-12,2019-06-17,04:05:00,
991,542,24,-9,2018-02-19,03:58:00,
1331,156,18,-42,2019-10-14,01:48:00,
1445,1379,19,-8,2019-12-06,05:29:00,
1097,506,28,-9,2019-05-17,01:26:00,166
536,806,28,-36,2018-08-24,03:26:00,
880,1995,22,-33,2019-02-20,01:46:00,
625,644,28,-6,2021-09-28,03:30:00,
1416,1447,24,-35,2021-01-02,05:26:00,
2009,350,27,-38,2020-12-06,06:18:00,
375,1867,16,-20,2018-02-18,02:54:00,
1897,1167,45,-30,2019-04-04,00:10:00,
848,653,21,-35,2020-10-18,05:34:00,
1338,581,31,-37,2020-05-10,07:24:00,
1233,508,36,-43,2021-07-14,01:09:00,36
1287,940,14,-29,2021-03-08,04:17:00,
337,873,40,-7,2021-10-14,04:58:00,
1793,223,23,-16,2021-05-04,00:49:00,
1880,1085,23,-27,2019-11-22,04:21:00,45
1263,313,13,-39,2020-11-11,02:46:00,
619,1146,41,-34,2019-08-22,03:40:00,
1085,145,14,-13,2021-04-04,03:21:00,
1945,469,34,-13,2021-04-19,03:05:00,
232,1676,25,-45,2020-11-29,04:48:00,
164,614,23,-25,2020-06-24,05:46:00,96
443,812,14,-37,2020-02-24,04:16:00,
1223,1109,32,-41,2020-05-18,01:27:00,
366,853,44,-40,2019-03-30,05:09:00,39
1913,1756,19,-18,2021-07-06,05:55:00,
1886,1732,37,-43,2020-01-12,01:59:00,114
1469,1820,32,-30,2021-09-15,07:03:00,
148,727,15,-19,2019-01-04,03:07:00,
1569,145,41,-28,2018-10-07,02:07:00,
1894,678,37,-26,2021-03-05,06:33:00,189
1074,220,29,-31,2018-06-05,02:28:00,
1619,1772,32,-35,2018-02-04,00:25:00,
1316,1914,32,-5,2021-06-11,07:01:00,
998,951,30,-45,2018-04-30,01:24:00,
956,849,19,-42,2019-03-15,01:27:00,165
1350,1964,24,-13,2021-01-15,07:17:00,
493,406,23,-21,2019-05-29,06:25:00,
1458,1072,37,-16,2018-09-23,06:11:00,
1085,1335,26,-23,2019-02-12,03:50:00,74
334,1331,37,-25,2019-09-16,03:02:00,
372,1614,24,-24,2021-09-23,02:06:00,
1269,1739,35,-25,2021-02-23,02:05:00,
686,1915,39,-6,2020-09-07,02:22:00,
1625,230,15,-12,2021-08-28,00:14:00,
361,273,13,-32,2018-01-12,05:44:00,
1540,1717,37,-32,2019-10-28,01:08:00,
871,1758,37,-11,2019-02-14,05:29:00,8
567,269,45,-31,2019-08-31,04:54:00,
1863,314,24,-34,2020-07-01,05:14:00,
148,582,42,-30,2019-09-27,04:19:00,
1018,1536,26,-42,2018-08-23,03:04:00,
1537,1074,29,-10,2021-09-17,02:21:00,
873,1079,35,-28,2019-05-21,06:02:00,
402,678,21,-11,2021-10-30,05:08:00,
1869,695,44,-13,2019-04-27,02:05:00,
220,841,26,-12,2020-11-10,06:35:00,
634,561,25,-22,2021-11-09,01:26:00,
618,806,29,-7,2019-07-08,00:13:00,4
121,131,29,-29,2020-05-16,06:39:00,
247,595,13,-45,2019-01-31,01:56:00,
223,520,35,-30,2019-03-07,00:57:00,
410,1626,38,-26,2021-05-08,04:44:00,170
1989,1113,12,-9,2019-06-08,02:23:00,
663,1236,45,-6,2018-05-04,00:04:00,
1031,1196,32,-31,2018-09-22,02:40:00,134
677,1188,40,-23,2020-05-18,03:40:00,
1365,1484,21,-15,2018-09-12,05:25:00,
1338,794,33,-44,2021-09-14,03:05:00,
515,1814,40,-31,2019-07-23,03:47:00,
360,814,14,-32,2020-02-01,07:28:00,
706,1910,45,-45,2018-09-24,05:07:00,
549,1089,27,-15,2019-09-27,07:17:00,
1625,537,40,-28,2021-02-19,01:13:00,
999,1861,45,-10,2018-10-13,04:43:00,
1469,761,17,-16,2019-06-28,06:27:00,
1233,1405,44,-21,2019-07-09,00:32:00,6
1616,670,37,-39,2020-09-05,01:27:00,
924,243,14,-36,2018-07-09,07:58:00,
1866,510,17,-44,2019-12-22,01:09:00,
1978,1076,26,-44,2018-10-07,02:37:00,
1351,1087,20,-27,2019-06-22,07:10:00,
566,1276,37,-35,2020-06-29,01:17:00,
1014,1780,11,-22,2018-03-22,01:02:00,
442,737,39,-26,2018-04-20,07:36:00,
245,1342,21,-28,2021-06-17,07:34:00,31
662,1387,25,-28,2021-08-27,02:08:00,
500,1327,12,-16,2019-12-21,07:17:00,
613,1367,29,-31,2018-09-22,04:07:00,
518,1375,23,-39,2019-10-30,04:09:00,
1783,142,44,-8,2020-08-29,00:28:00,
1743,1496,26,-41,2021-06-15,05:26:00,
845,569,41,-26,2019-07-28,02:24:00,
318,1322,11,-27,2021-06-17,07:22:00,
1285,1105,36,-35,2020-12-03,03:33:00,177
513,378,30,-9,2019-08-19,07:43:00,
1184,1025,31,-13,2020-01-17,01:00:00,
1787,1613,44,-28,2018-11-24,02:23:00,
214,587,11,-16,2020-07-05,03:53:00,
1673,598,26,-31,2020-07-12,04:01:00,6
150,1059,32,-22,2019-09-10,06:27:00,
768,648,10,-11,2019-07-17,00:52:00,192
946,1917,32,-45,2020-07-23,07:31:00,
1713,1334,16,-5,2019-10-01,00:08:00,183
1023,276,22,-21,2020-08-11,02:45:00,
574,2003,43,-30,2018-08-24,07:35:00,
1894,1133,39,-35,2021-06-13,04:02:00,
1519,857,12,-35,2020-05-29,04:43:00,
786,1472,13,-11,2018-04-28,06:30:00,
518,698,11,-30,2020-05-26,02:49:00,
1628,601,33,-20,2021-07-12,01:48:00,
1446,1522,17,-21,2018-10-12,05:08:00,
1856,749,11,-28,2018-06-22,02:40:00,107
1076,1948,18,-40,2021-08-12,07:48:00,
1311,368,19,-40,2018-07-29,02:05:00,
1523,1065,10,-32,2020-05-16,07:16:00,
2002,126,20,-42,2018-05-01,07:22:00,192
730,1321,18,-36,2020-09-23,07:32:00,
473,875,34,-13,2020-08-13,04:33:00,
1377,225,10,-21,2019-07-08,03:33:00,
530,1643,20,-23,2018-07-04,03:31:00,
959,2005,33,-43,2021-01-19,07:50:00,
1698,898,27,-10,2019-12-20,06:05:00,107
1863,1003,21,-35,2018-02-28,00:53:00,59
342,140,16,-38,2020-08-02,05:13:00,
1409,526,35,-28,2020-05-26,01:08:00,
285,567,44,-10,2021-08-05,03:05:00,107
1366,1734,28,-44,2018-02-11,02:43:00,
359,1809,35,-5,2018-07-24,00:53:00,
483,208,19,-12,2020-01-25,01:39:00,12
1984,1800,43,-37,2020-09-02,00:34:00,
928,1163,39,-32,2018-08-07,00:29:00,
343,744,39,-29,2021-07-13,07:16:00,
669,737,41,-45,2019-05-28,00:37:00,
1611,1461,13,-20,2019-02-05,05:12:00,
1343,244,19,-17,2019-07-11,06:03:00,
972,1268,23,-29,2019-11-07,02:38:00,
686,746,12,-23,2020-03-15,02:22:00,
934,1398,32,-33,2019-09-22,05:14:00,23
531,939,15,-24,2018-10-31,07:13:00,16
1388,1668,14,-13,2020-10-25,06:54:00,
970,583,33,-21,2018-10-26,07:59:00,
789,675,35,-25,2020-08-08,01:59:00,85
578,745,10,-14,2020-09-02,03:15:00,
1915,1208,41,-18,2020-09-24,04:37:00,
596,499,31,-12,2020-12-06,04:32:00,
1301,882,30,-36,2018-08-28,02:30:00,
480,1802,33,-33,2021-09-06,00:18:00,
221,551,42,-42,2020-09-04,04:00:00,
1352,512,26,-38,2020-04-17,05:27:00,
319,653,44,-38,2019-05-19,03:41:00,171
492,184,23,-12,2021-09-15,06:30:00,
988,189,17,-28,2021-06-15,01:27:00,
1256,581,26,-32,2019-06-17,04:32:00,
1903,1860,10,-24,2019-09-19,06:44:00,
760,1228,34,-44,2019-10-04,07:51:00,82
1045,472,20,-41,2020-01-22,02:18:00,
1130,589,11,-43,2018-12-22,00:41:00,
1815,1793,20,-13,2019-02-07,06:31:00,
619,1695,11,-45,2020-11-21,00:35:00,
1723,135,42,-21,2019-09-30,07:31:00,
423,1636,26,-27,2019-12-11,02:27:00,
1576,727,16,-38,2019-05-22,03:52:00,
1084,795,15,-18,2018-06-28,01:19:00,37
1638,1398,28,-22,2019-12-20,01:56:00,
1440,927,31,-27,2019-03-27,04:07:00,
907,1326,17,-22,2020-04-27,03:53:00,
1342,160,37,-32,2020-06-24,07:47:00,99
815,1308,31,-37,2018-08-11,01:04:00,
1943,121,40,-23,2018-05-20,02:10:00,
722,147,15,-28,2018-12-13,05:46:00,
537,237,39,-34,2020-06-20,06:07:00,
1403,911,10,-15,2020-12-28,07:21:00,
1568,268,21,-41,2021-07-03,04:21:00,
1526,1401,40,-37,2019-01-10,06:57:00,78
455,534,19,-24,2021-05-28,01:48:00,
271,162,15,-18,2018-02-15,02:17:00,
1436,1235,39,-24,2019-06-30,02:34:00,
1059,1553,25,-30,2018-04-04,02:26:00,
1359,1372,20,-14,2019-02-18,01:06:00,
1624,385,43,-44,2018-12-19,00:11:00,
672,1361,26,-14,2020-08-01,02:58:00,
854,1131,40,-17,2018-05-14,00:31:00,
593,913,23,-43,2020-06-11,07:38:00,182
480,1417,42,-45,2021-01-12,00:38:00,118
1397,1052,37,-43,2019-02-14,01:18:00,167
532,1773,23,-5,2018-04-14,02:51:00,
379,1401,39,-18,2020-09-09,04:05:00,
468,770,17,-19,2020-12-18,06:50:00,
1748,1781,27,-6,2021-07-24,05:32:00,185
1359,226,25,-15,2019-04-23,00:43:00,54
1476,1773,27,-40,2020-08-28,00:57:00,36
426,1272,27,-20,2018-02-27,00:34:00,115
1724,1423,34,-9,2020-06-09,02:57:00,
1572,1771,16,-38,2019-08-14,03:32:00,
1009,1101,35,-45,2018-10-17,01:21:00,179
831,1715,37,-31,2020-01-13,03:05:00,
505,1699,24,-9,2018-11-04,06:55:00,
1325,1473,37,-18,2018-01-31,05:33:00,
1858,1595,25,-41,2020-10-23,00:25:00,
377,534,33,-36,2021-10-15,01:16:00,189
896,1714,16,-14,2020-07-03,00:28:00,
1228,1841,27,-19,2018-10-06,06:22:00,
1982,464,25,-14,2019-08-14,02:13:00,
1262,402,19,-29,2018-06-16,00:17:00,
1785,1928,15,-7,2018-02-11,02:51:00,59
1427,1229,18,-22,2018-01-30,06:46:00,
1586,1971,24,-9,2019-05-29,03:48:00,
528,336,38,-41,2021-09-09,02:18:00,
1070,1239,28,-24,2021-09-15,03:37:00,
315,104,17,-36,2021-05-27,07:03:00,
1282,370,11,-22,2018-02-26,05:31:00,
349,988,30,-30,2020-12-01,07:09:00,
582,252,36,-5,2019-12-19,05:35:00,
1646,2011,23,-35,2020-03-11,05:04:00,129
1405,1466,22,-12,2021-07-08,06:04:00,
901,1952,26,-16,2021-10-17,03:38:00,171
901,1056,17,-43,2021-08-19,04:52:00,
1043,560,30,-17,2019-04-20,04:13:00,
1329,1875,25,-28,2021-03-17,05:25:00,
952,950,22,-19,2021-08-09,02:37:00,
1121,481,32,-26,2020-07-25,07:15:00,
706,1027,35,-8,2019-05-28,06:16:00,
1087,1357,38,-25,2019-09-28,01:09:00,
997,1499,44,-12,2020-03-04,02:34:00,
1504,1787,11,-29,2021-11-08,06:09:00,
313,269,28,-31,2018-12-26,00:30:00,
103,1044,32,-17,2019-11-28,03:58:00,62
489,332,31,-13,2021-05-25,05:39:00,
1464,1217,45,-23,2018-08-19,07:49:00,
1030,510,33,-37,2019-10-08,07:37:00,125
1166,1331,35,-16,2020-07-05,07:26:00,152
1643,415,45,-31,2021-05-02,00:20:00,
1820,432,22,-19,2021-02-12,01:49:00,178
1729,1803,10,-34,2021-04-18,06:35:00,
1030,160,31,-19,2021-01-30,02:29:00,
1541,551,23,-31,2019-06-27,07:01:00,
1283,1159,18,-33,2018-12-01,01:02:00,155
170,824,27,-45,2020-12-19,04:23:00,
605,1263,35,-6,2021-09-21,03:48:00,
148,246,38,-40,2018-12-13,07:58:00,
1057,114,45,-10,2019-02-04,07:41:00,
1936,1011,23,-30,2019-09-07,05:19:00,
487,855,34,-21,2019-05-12,02:28:00,80
983,1355,11,-20,2020-02-20,05:26:00,151
835,1623,37,-30,2018-05-16,07:13:00,
1179,274,35,-5,2021-05-30,07:15:00,
737,1347,35,-31,2018-06-12,00:30:00,
1078,1599,35,-41,2018-04-07,01:16:00,
1573,917,33,-40,2021-07-27,01:51:00,
241,1993,24,-32,2019-09-14,05:39:00,
1566,1747,24,-17,2019-01-18,05:16:00,
573,312,10,-43,2020-11-04,07:48:00,
409,435,35,-14,2019-08-25,07:50:00,
1288,1387,23,-21,2021-05-27,04:39:00,
1550,1296,35,-6,2018-08-04,00:58:00,
1818,438,13,-6,2019-08-20,01:10:00,
990,1859,30,-11,2019-01-09,07:05:00,
951,1292,20,-18,2019-03-17,05:48:00,
711,472,45,-37,2019-08-11,01:53:00,
876,400,20,-45,2018-11-04,06:06:00,
719,160,41,-36,2018-04-17,05:28:00,
1588,412,14,-12,2018-11-10,01:13:00,127
931,393,24,-18,2018-07-24,07:33:00,
1445,1900,44,-6,2021-06-11,06:27:00,80
390,462,31,-38,2021-11-08,06:52:00,
1263,525,38,-26,2018-12-14,03:03:00,
1249,367,17,-18,2021-05-08,07:49:00,
1702,1173,10,-36,2021-01-04,01:33:00,
1413,1426,30,-41,2021-10-31,06:06:00,
1503,1100,35,-24,2018-11-03,00:17:00,28
487,1992,20,-16,2018-10-17,01:48:00,
134,532,44,-36,2021-06-15,00:07:00,
1455,1165,12,-28,2020-06-01,07:15:00,
953,1833,21,-31,2020-10-24,05:55:00,
610,1820,45,-12,2021-11-09,04:42:00,
1704,1083,22,-45,2021-01-02,01:36:00,
914,1053,40,-9,2019-10-04,03:30:00,
927,1700,41,-40,2019-01-24,06:33:00,
927,331,26,-33,2021-09-11,06:51:00,
219,1946,18,-21,2018-07-01,01:49:00,
130,975,31,-23,2019-12-06,07:06:00,
1170,597,25,-5,2020-02-18,01:36:00,
1221,1910,29,-35,2018-05-24,02:03:00,
1747,986,25,-38,2018-12-16,00:15:00,
1991,410,37,-27,2019-03-24,05:04:00,25
419,1805,30,-32,2019-08-14,07:37:00,
177,619,14,-15,2018-06-02,05:14:00,166
238,372,15,-36,2020-11-26,06:53:00,
564,979,26,-30,2020-02-18,00:09:00,
125,1348,18,-34,2021-10-09,02:24:00,
1704,801,10,-43,2018-05-16,04:00:00,
784,771,14,-6,2020-01-26,00:58:00,
1321,1554,21,-45,2018-03-31,03:04:00,
1332,1490,22,-10,2019-03-28,05:21:00,
334,1057,10,-38,2021-01-10,00:25:00,
137,1782,21,-22,2019-05-04,03:26:00,
1461,764,13,-6,2019-03-20,07:21:00,
1022,1035,26,-25,2020-01-20,05:14:00,
1210,985,34,-39,2021-01-17,05:06:00,
506,307,29,-16,2020-04-09,06:53:00,163
882,1743,30,-20,2020-08-30,04:07:00,68
540,1552,31,-33,2019-08-24,03:37:00,179
1777,123,23,-5,2019-02-05,06:03:00,173
975,504,23,-41,2021-09-17,05:24:00,26
1245,797,36,-28,2018-06-30,03:30:00,14
698,1995,33,-17,2021-03-31,02:59:00,
1783,1777,19,-29,2018-12-14,04:20:00,
1801,1599,32,-5,2018-05-13,03:21:00,
1904,1886,20,-41,2018-01-16,07:42:00,
969,1418,23,-36,2021-03-02,06:49:00,
1328,1781,22,-32,2019-04-29,07:53:00,
827,621,34,-7,2018-10-30,01:07:00,
1686,1045,27,-32,2021-05-05,05:16:00,
1970,865,32,-7,2019-02-02,01:02:00,
1850,801,41,-37,2019-09-13,00:39:00,
122,1354,19,-19,2019-07-07,03:01:00,
1710,967,26,-25,2018-11-16,04:41:00,
571,1627,22,-10,2020-03-24,07:09:00,187
784,1942,28,-8,2019-12-17,00:47:00,
611,1330,32,-36,2020-07-31,06:44:00,
741,658,44,-33,2019-04-06,06:11:00,
560,592,30,-12,2018-08-22,03:44:00,
1283,922,29,-25,2018-09-23,01:57:00,
1967,160,20,-24,2018-10-02,00:38:00,
1843,912,11,-39,2021-07-27,01:58:00,
1916,384,25,-32,2019-12-29,01:44:00,200
207,1427,16,-20,2020-12-25,06:29:00,86
898,1079,23,-27,2018-08-25,03:04:00,
200,1069,23,-33,2021-07-21,04:11:00,
1118,601,22,-12,2018-07-29,01:14:00,
521,1410,30,-40,2019-07-09,05:40:00,
1396,1366,15,-21,2019-10-04,05:27:00,
815,245,28,-35,2018-05-30,03:42:00,
1739,556,35,-15,2020-10-23,05:38:00,61
340,1126,34,-41,2021-04-14,07:53:00,
1731,1576,12,-37,2019-11-10,02:51:00,
1144,427,31,-43,2020-07-08,04:42:00,
1344,1085,15,-13,2018-12-24,06:47:00,
687,582,19,-36,2019-07-15,04:49:00,
881,1442,41,-27,2021-04-11,04:12:00,
1215,903,17,-37,2020-08-11,00:49:00,104
1581,718,36,-32,2019-06-26,06:27:00,40
989,224,27,-7,2019-12-28,03:52:00,
896,1034,32,-33,2019-04-19,02:42:00,
153,1802,26,-32,2018-05-29,05:14:00,
1711,369,16,-31,2019-03-08,07:09:00,
407,1681,30,-21,2018-06-19,05:59:00,
1532,1519,38,-29,2021-02-05,06:53:00,
1379,1292,35,-12,2018-01-03,04:14:00,
373,1275,14,-13,2019-04-02,05:21:00,
1627,386,45,-9,2020-04-05,06:53:00,
1818,2009,25,-38,2019-06-26,04:29:00,173
361,140,24,-42,2020-04-15,04:15:00,
1997,1008,25,-25,2021-01-20,03:47:00,
1578,141,10,-27,2019-06-17,04:08:00,
821,1030,44,-18,2021-04-21,00:53:00,
941,1910,31,-40,2021-06-02,00:28:00,
1788,1539,18,-34,2020-04-20,00:22:00,87
1627,1879,31,-38,2020-04-29,07:05:00,
1375,302,24,-24,2021-05-26,07:49:00,
617,1993,41,-22,2020-06-22,07:00:00,
1699,1059,34,-31,2019-05-19,00:51:00,
720,1110,23,-38,2018-01-04,00:25:00,
1090,1632,20,-16,2018-01-20,05:45:00,
1988,1596,28,-44,2019-12-15,06:23:00,
1281,1471,24,-30,2019-12-02,02:44:00,
151,258,30,-43,2019-07-20,02:28:00,
939,1316,31,-21,2021-04-19,01:42:00,103
1817,1501,14,-20,2020-02-09,04:28:00,
1307,1634,33,-38,2019-01-22,02:51:00,
1120,1147,37,-33,2020-12-21,06:42:00,
1563,1482,14,-27,2020-08-19,05:13:00,
514,1855,29,-32,2019-05-18,02:00:00,
590,210,12,-12,2019-02-26,02:50:00,177
843,135,41,-11,2021-04-13,02:00:00,156
1548,1295,12,-36,2021-07-10,03:19:00,
1371,1177,35,-6,2019-11-08,06:26:00,
1363,378,17,-30,2020-05-31,05:59:00,
1755,580,42,-45,2019-10-09,01:28:00,
1823,905,39,-32,2021-10-06,02:34:00,
1655,487,41,-10,2020-12-14,07:16:00,
1325,1126,34,-45,2021-11-04,07:46:00,
959,130,10,-28,2021-04-19,02:10:00,
1611,621,33,-45,2019-02-08,07:48:00,32
662,1524,33,-34,2019-08-20,04:44:00,88
616,1958,37,-32,2018-09-08,04:55:00,
1983,1895,30,-39,2020-04-06,02:13:00,
863,1469,20,-28,2021-11-05,04:44:00,85
975,737,45,-40,2018-08-09,06:28:00,45
1480,1115,27,-16,2019-07-31,00:24:00,
135,1551,30,-39,2020-09-27,02:53:00,
1004,855,22,-40,2021-05-18,07:20:00,
1440,173,10,-12,2019-05-07,05:18:00,
167,1670,27,-20,2021-08-19,04:54:00,
1338,976,41,-5,2018-02-01,04:21:00,139
1412,1107,15,-42,2021-06-28,03:59:00,
1552,1175,45,-36,2020-07-24,06:47:00,
416,874,36,-17,2021-07-21,05:55:00,
1557,564,15,-41,2020-07-24,05:41:00,
951,658,31,-25,2018-08-17,02:10:00,
350,1113,14,-23,2019-02-01,01:40:00,
1360,1345,27,-42,2019-06-01,00:38:00,
1073,184,37,-6,2018-08-27,00:14:00,
783,848,17,-32,2019-02-05,00:39:00,
519,568,12,-41,2018-09-11,05:35:00,
376,1416,19,-8,2018-12-08,03:24:00,
453,374,30,-17,2021-03-03,01:42:00,
1198,214,22,-42,2020-02-03,03:15:00,
1684,1175,21,-40,2021-05-31,04:22:00,72
778,1799,16,-6,2021-05-24,00:56:00,
588,1881,11,-11,2020-11-03,04:39:00,
200,768,33,-26,2018-12-05,03:55:00,
1385,732,10,-11,2018-06-25,00:36:00,125
235,462,16,-32,2018-09-22,05:25:00,51
1097,508,21,-38,2020-05-28,02:58:00,
1283,183,37,-15,2019-01-07,07:08:00,
1686,1263,43,-34,2018-11-30,03:59:00,
1056,504,26,-20,2018-04-27,03:28:00,
392,2003,45,-22,2018-08-17,01:03:00,
1118,285,38,-15,2018-08-12,01:08:00,
1553,1890,22,-22,2018-11-27,04:30:00,
1687,676,37,-17,2020-12-26,03:34:00,
899,731,38,-18,2018-04-13,05:46:00,40
1350,749,39,-12,2021-11-04,07:49:00,
632,754,38,-21,2018-06-08,02:15:00,68
1560,1109,33,-16,2021-08-25,02:45:00,
1145,928,21,-41,2018-02-21,05:54:00,18
1817,1398,13,-29,2021-03-25,03:13:00,
1143,1869,29,-23,2019-09-26,06:38:00,
974,219,45,-31,2018-03-14,05:28:00,87
743,597,43,-37,2021-11-01,00:53:00,
1822,679,23,-43,2020-12-29,06:15:00,11
135,1357,37,-22,2021-04-07,07:03:00,
1753,1929,43,-17,2018-07-24,00:32:00,
1324,1509,30,-34,2021-02-24,02:25:00,
1325,1497,39,-41,2021-03-17,01:51:00,103
851,1981,41,-29,2018-03-13,00:43:00,
1261,455,42,-45,2020-01-14,02:46:00,92
1074,562,35,-11,2018-08-28,02:52:00,
1861,231,20,-15,2018-04-21,07:44:00,189
1117,1275,17,-21,2021-03-03,06:20:00,77
526,1091,45,-15,2021-10-01,05:56:00,
512,218,16,-35,2019-06-22,01:31:00,
529,1798,45,-14,2018-06-09,07:38:00,
264,806,43,-22,2020-12-24,06:59:00,190
1543,914,28,-39,2020-09-30,00:40:00,
784,276,17,-26,2019-12-10,00:35:00,
1238,1270,31,-31,2020-10-31,01:38:00,
311,276,23,-39,2020-09-18,03:01:00,190
688,1063,30,-42,2020-01-13,07:54:00,
1680,1893,14,-37,2021-08-20,04:06:00,141
912,1583,34,-6,2020-08-09,03:48:00,7
566,509,21,-44,2020-01-04,06:09:00,
499,1676,40,-9,2018-03-08,01:13:00,46
1115,1477,43,-12,2018-05-26,04:01:00,
917,797,10,-43,2018-10-21,05:41:00,
249,149,15,-30,2021-09-22,04:11:00,
1470,126,14,-8,2021-10-12,01:28:00,
1772,713,35,-41,2019-11-11,02:32:00,188
1992,1457,18,-9,2021-07-25,06:42:00,125
1779,1616,28,-30,2019-06-17,02:34:00,90
1804,1713,39,-26,2019-11-08,00:59:00,
1083,1820,43,-44,2018-08-02,07:27:00,
1628,580,19,-38,2019-10-01,03:50:00,
1797,1653,35,-35,2018-12-09,03:21:00,
2009,1611,18,-9,2019-11-22,02:35:00,
502,1037,42,-17,2021-09-16,07:51:00,
146,1076,43,-12,2020-05-21,02:20:00,
1979,744,20,-14,2019-10-13,06:02:00,
1488,1229,33,-20,2019-04-21,00:50:00,
1188,1421,13,-36,2020-02-17,01:27:00,
1845,1169,20,-40,2021-07-13,01:03:00,
552,1066,19,-9,2020-07-28,01:30:00,
1892,1354,45,-8,2019-12-30,06:13:00,
815,491,44,-10,2021-01-17,00:56:00,
1046,216,26,-11,2018-06-07,05:45:00,
881,1974,41,-13,2021-09-10,00:36:00,
1237,1425,31,-24,2019-11-05,06:06:00,
1545,1995,19,-31,2021-07-31,05:13:00,
371,345,32,-27,2021-01-01,03:06:00,
1661,665,16,-32,2020-09-25,05:41:00,
1108,220,15,-30,2018-03-03,03:01:00,
1794,1009,26,-39,2018-08-20,04:37:00,
1477,1279,35,-19,2019-07-15,06:40:00,
305,1500,15,-33,2021-08-22,02:00:00,
848,1816,39,-19,2018-11-18,04:24:00,
914,996,31,-24,2019-12-30,00:09:00,72
1961,1041,29,-39,2020-12-21,05:44:00,88
860,174,39,-29,2019-07-03,02:23:00,
435,1410,15,-43,2018-01-25,03:19:00,
1796,645,36,-33,2019-03-28,04:51:00,83
712,1997,29,-15,2020-04-20,07:47:00,
1717,1316,16,-9,2018-06-25,01:46:00,
1433,1022,15,-36,2018-01-24,02:10:00,130
651,1967,12,-25,2018-03-25,02:01:00,
1550,1578,43,-45,2021-08-02,06:57:00,119
1535,662,37,-24,2018-12-16,07:07:00,54
1015,1568,24,-8,2021-11-06,03:06:00,
158,1696,39,-42,2018-09-01,06:46:00,
650,264,36,-30,2021-07-31,01:24:00,21
518,1594,20,-41,2018-01-23,02:56:00,
613,460,15,-30,2020-04-09,07:29:00,
1334,617,18,-12,2019-03-05,07:16:00,
255,841,36,-16,2020-05-12,07:18:00,54
1623,1376,16,-23,2020-04-12,01:46:00,
1681,1409,19,-23,2019-06-05,00:49:00,
446,1728,38,-30,2021-07-13,07:52:00,
1925,975,42,-40,2019-05-11,06:38:00,
1701,584,10,-16,2019-07-17,03:27:00,
484,454,34,-28,2019-10-24,06:28:00,
1738,208,44,-25,2020-01-12,04:55:00,
313,527,12,-16,2020-12-06,07:15:00,
815,946,18,-35,2018-06-15,06:41:00,
1055,995,32,-28,2018-03-22,03:39:00,
1542,1841,21,-43,2021-06-12,06:39:00,
319,1855,12,-40,2018-12-04,02:26:00,
1807,618,16,-9,2019-04-05,07:12:00,
931,1329,16,-6,2019-01-20,01:53:00,
1052,1120,28,-8,2019-10-05,07:45:00,
858,916,37,-31,2018-03-03,06:13:00,
466,1209,43,-9,2018-10-12,02:44:00,
380,1936,17,-25,2019-12-10,04:39:00,
1149,1566,41,-38,2021-09-25,05:24:00,
179,1567,31,-16,2018-01-19,01:20:00,173
1151,1508,26,-35,2021-06-11,06:41:00,
1720,1047,23,-20,2021-02-28,05:58:00,
570,1973,32,-9,2020-03-27,00:13:00,20
1633,452,37,-25,2019-07-19,04:14:00,
149,1102,35,-9,2021-04-22,06:29:00,
1767,1711,35,-13,2018-01-20,03:18:00,
1632,395,28,-39,2021-04-15,04:41:00,
269,453,20,-40,2019-02-20,04:19:00,
1550,724,45,-22,2020-05-16,00:11:00,
825,175,21,-35,2021-06-07,03:02:00,
312,118,31,-23,2018-08-21,05:24:00,
739,875,14,-6,2019-12-22,05:12:00,
1148,1617,17,-6,2019-05-08,00:00:00,
950,1540,11,-23,2019-06-21,05:49:00,197
1076,1843,27,-40,2020-02-18,03:04:00,
176,1027,24,-8,2019-05-15,00:16:00,
678,509,44,-27,2019-05-30,07:07:00,168
627,1180,37,-43,2018-06-19,07:17:00,
820,898,11,-24,2020-08-19,07:35:00,
1054,1786,40,-24,2018-02-10,05:17:00,
1913,1128,40,-28,2019-09-18,04:47:00,
1598,1613,15,-38,2019-04-30,00:44:00,
1053,686,15,-27,2018-09-07,06:58:00,
1429,1968,40,-44,2021-05-24,06:21:00,
1932,674,20,-28,2020-05-06,05:29:00,
1840,1734,14,-31,2021-09-11,04:21:00,
1780,890,28,-44,2021-09-19,07:02:00,111
1123,645,26,-12,2019-11-15,02:47:00,
450,194,19,-13,2018-10-15,05:36:00,
241,261,20,-6,2018-01-13,04:45:00,
1400,918,21,-20,2018-12-04,01:22:00,
269,1810,12,-38,2018-10-19,07:41:00,41
189,1877,15,-18,2018-09-22,02:51:00,148
1243,1377,39,-22,2021-09-03,05:07:00,
1481,1652,17,-19,2021-08-07,01:03:00,
1180,399,23,-14,2018-07-04,02:58:00,
1265,1329,38,-7,2021-08-14,02:13:00,
544,810,42,-44,2019-10-12,07:57:00,126
837,1678,40,-38,2019-04-22,05:21:00,
922,999,16,-42,2021-01-07,03:13:00,
1791,746,17,-21,2018-04-13,01:34:00,
1926,1188,24,-33,2020-03-23,05:30:00,
210,1309,12,-37,2021-09-18,00:37:00,
124,814,26,-44,2018-01-22,03:42:00,
215,1894,42,-30,2018-11-21,06:59:00,
1493,1244,14,-42,2018-09-01,02:39:00,
717,962,22,-28,2018-09-24,00:46:00,
